Virtual - 1CPU -2GB  RAM 100GB Storage
Virtual - 1CPU -4GB  RAM 100GB Storage
Virtual - 2CPU -4GB  RAM 150GB Storage
Virtual - 2CPU -8GB  RAM 150GB Storage
Virtual - 4CPU -8GB  RAM 250GB Storage
Virtual - 4CPU -16GB RAM 250GB Storage
Virtual - 8CPU -16GB RAM 250GB Storage
Virtual - 8CPU -32GB RAM 500GB Storage
Virtual - 16CPU -32GB RAM 500GB Storage
Virtual - 16CPU -64GB RAM 500GB Storage
