01alabama.png,http://192.168.136.7/logo/01alabama.png
CHOP.jpg,http://192.168.136.7/logo/CHOP.jpg
Freddie-Mac-Logo.png,http://192.168.136.7/logo/Freddie-Mac-Logo.png
Koch_Industries_logo.svg.png,http://192.168.136.7/logo/Koch_Industries_logo.svg.png
Toys-R-Us-ombre.png,http://192.168.136.7/logo/Toys-R-Us-ombre.png
adp.jpg,http://192.168.136.7/logo/adp.jpg
ansible.png,http://192.168.136.7/logo/ansible.png
credit-suisse.jpg,http://192.168.136.7/logo/credit-suisse.jpg
hybrid-cloud.jpg,http://192.168.136.7/logo/hybrid-cloud.jpg
mysql.png,http://192.168.136.7/logo/mysql.png
proxy_network.png,http://192.168.136.7/logo/proxy_network.png
